GENE,Num Expt,Total,Max SC,Ave SC,Frequency
PYCRL,4,343,1,1.0,1.2
RAB23,4,343,2,1.3,1.2
RAD23A,4,343,2,1.5,1.2
RAI1,4,343,14,8.0,1.2
RANBP3,4,343,2,1.8,1.2
RANBP6,4,343,1,1.0,1.2
RARRES1,4,343,1,1.0,1.2
RBPMS,4,343,1,1.0,1.2
RECQL5,4,343,2,1.3,1.2
RFX1,4,343,3,2.0,1.2
RGS19,4,343,3,1.8,1.2
RHEB,4,343,1,1.0,1.2
RNF113A,4,343,5,3.0,1.2
RNPC3,4,343,2,1.3,1.2
RPAP1,4,343,3,2.3,1.2
RRP36,4,343,1,1.0,1.2
RUNX1,4,343,8,2.8,1.2
RYR2,4,343,2,1.3,1.2
SACM1L,4,343,3,1.8,1.2
SBF1,4,343,8,3.5,1.2
SCD,4,343,2,1.3,1.2
SDCCAG3,4,343,4,2.5,1.2
SDF2L1,4,343,4,2.3,1.2
SEC23IP,4,343,1,1.0,1.2
SEC24A,4,343,5,2.0,1.2
SEMA3A,4,343,1,1.0,1.2
SEMG2,4,343,2,1.3,1.2
SETD5,4,343,1,1.0,1.2
SETMAR,4,343,5,2.3,1.2
SFXN3,4,343,9,4.8,1.2
SGOL2,4,343,2,1.8,1.2
SGSM1,4,343,1,1.0,1.2
SH3BP1,4,343,4,1.8,1.2
SI,4,343,58,25.3,1.2
SIPA1L2,4,343,4,2.0,1.2
SKI,4,343,3,1.8,1.2
SLC25A18,4,343,2,1.5,1.2
SLC25A22,4,343,5,2.5,1.2
SLC25A24,4,343,3,1.8,1.2
SLC4A5,4,343,2,1.3,1.2
SLC9A3R1,4,343,2,1.3,1.2
SLFN13,4,343,1,1.0,1.2
SLPI,4,343,2,1.5,1.2
SMAD2,4,343,2,1.3,1.2
SMAD3,4,343,2,1.3,1.2
SMAD9,4,343,2,1.3,1.2
SMC6,4,343,5,2.3,1.2
SMEK2,4,343,1,1.0,1.2
SMG1,4,343,1,1.0,1.2
SMS,4,343,2,1.5,1.2
SNX4,4,343,1,1.0,1.2
SP100,4,343,1,1.0,1.2
SPC24,4,343,1,1.0,1.2
SPHKAP,4,343,2,1.3,1.2
SPNS1,4,343,1,1.0,1.2
SPTY2D1,4,343,1,1.0,1.2
SRFBP1,4,343,3,1.8,1.2
STAT2,4,343,1,1.0,1.2
STK4,4,343,4,2.3,1.2
STX7,4,343,10,3.3,1.2
SUGT1,4,343,3,1.8,1.2
SUMF2,4,343,3,1.8,1.2
SUPT4H1,4,343,6,3.0,1.2
SYNJ1,4,343,2,1.3,1.2
SYNM,4,343,18,5.8,1.2
TAB2,4,343,2,1.3,1.2
TAF11,4,343,9,5.8,1.2
TBC1D1,4,343,1,1.0,1.2
TBC1D15,4,343,3,2.0,1.2
TCEAL2,4,343,3,1.8,1.2
TCEAL4,4,343,5,2.5,1.2
TFCP2,4,343,7,3.5,1.2
TLE2,4,343,1,1.0,1.2
TMED9,4,343,3,1.5,1.2
TMEM43,4,343,10,4.0,1.2
TMEM97,4,343,1,1.0,1.2
TNFAIP1,4,343,7,5.5,1.2
TNRC6A,4,343,3,1.8,1.2
TONSL,4,343,3,1.8,1.2
TOR1AIP1,4,343,1,1.0,1.2
TP53RK,4,343,1,1.0,1.2
TPD52L1,4,343,2,1.3,1.2
TRAF1,4,343,11,5.3,1.2
TRAF7,4,343,5,2.8,1.2
TRIM29,4,343,1,1.0,1.2
TRIM37,4,343,1,1.0,1.2
TSG101,4,343,1,1.0,1.2
TTF2,4,343,4,1.8,1.2
TTLL11,4,343,1,1.0,1.2
TUBGCP3,4,343,3,1.5,1.2
TXNDC9,4,343,4,2.3,1.2
UBE2D2,4,343,1,1.0,1.2
UBE2D3,4,343,1,1.0,1.2
UBN2,4,343,4,2.5,1.2
UCHL3,4,343,3,1.8,1.2
UNC119B,4,343,1,1.0,1.2
UQCRFS1,4,343,2,1.8,1.2
UTP11L,4,343,2,1.3,1.2
UTRN,4,343,14,7.3,1.2
VPS26B,4,343,3,1.8,1.2
VRK3,4,343,8,3.3,1.2
WAPAL,4,343,6,2.5,1.2
WBSCR16,4,343,2,1.5,1.2
WDR11,4,343,3,1.5,1.2
WRNIP1,4,343,4,2.0,1.2
XPC,4,343,2,1.3,1.2
YAP1,4,343,6,2.8,1.2
YARS2,4,343,2,1.3,1.2
YME1L1,4,343,2,1.3,1.2
ZFC3H1,4,343,4,2.0,1.2
ZNF280C,4,343,1,1.0,1.2
ZNF616,4,343,2,1.3,1.2
ZNF646,4,343,5,2.0,1.2
ZNF662,4,343,1,1.0,1.2
AAK1,3,343,2,1.3,0.9
ABCA13,3,343,1,1.0,0.9
ABCA4,3,343,1,1.0,0.9
ABCA8,3,343,2,1.3,0.9
ABCB7,3,343,2,1.7,0.9
ABCF3,3,343,2,1.3,0.9
ABCG1,3,343,2,1.3,0.9
ACAD9,3,343,1,1.0,0.9
ACCS,3,343,1,1.0,0.9
ACO1,3,343,11,5.7,0.9
ACOT1,3,343,2,1.3,0.9
ACOT2,3,343,2,1.3,0.9
ACOX1,3,343,3,1.7,0.9
ACSBG2,3,343,1,1.0,0.9
ACTR10,3,343,1,1.0,0.9
ADAM28,3,343,1,1.0,0.9
ADAM9,3,343,2,1.3,0.9
ADAMTS18,3,343,1,1.0,0.9
ADH1A,3,343,1,1.0,0.9
ADNP2,3,343,1,1.0,0.9
ADPRHL2,3,343,1,1.0,0.9
ADRA2C,3,343,1,1.0,0.9
AGPAT1,3,343,2,2.0,0.9
AGPAT5,3,343,8,5.0,0.9
AGTRAP,3,343,2,1.3,0.9
AHNAK2,3,343,9,3.7,0.9
AIM2,3,343,504,189.0,0.9
AK3,3,343,1,1.0,0.9
AKR1C1,3,343,21,9.3,0.9
AKR1C2,3,343,22,9.0,0.9
AKR1C4,3,343,5,3.3,0.9
AKR7A3,3,343,1,1.0,0.9
AKT3,3,343,1,1.0,0.9
AKTIP,3,343,2,1.3,0.9
ALPI,3,343,4,2.3,0.9
AMBRA1,3,343,1,1.0,0.9
AMOTL1,3,343,4,2.0,0.9
AMY1A,3,343,14,5.3,0.9
AMY1B,3,343,14,5.3,0.9
AMY1C,3,343,14,5.3,0.9
AMY2A,3,343,10,4.0,0.9
AMY2B,3,343,8,3.3,0.9
ANK3,3,343,2,1.3,0.9
AP1M2,3,343,1,1.0,0.9
APP,3,343,1,1.0,0.9
ARHGAP18,3,343,1,1.0,0.9
ARHGAP42,3,343,1,1.0,0.9
ARHGEF1,3,343,2,1.7,0.9
ARHGEF11,3,343,3,1.7,0.9
ARHGEF12,3,343,2,1.7,0.9
ARHGEF19,3,343,1,1.0,0.9
ARHGEF40,3,343,2,1.7,0.9
ARL13B,3,343,1,1.0,0.9
ARL6IP5,3,343,2,1.3,0.9
ARL6IP6,3,343,2,1.3,0.9
ARMCX3,3,343,3,2.0,0.9
ARNT,3,343,5,3.3,0.9
ARRB2,3,343,1,1.0,0.9
ARVCF,3,343,6,3.0,0.9
ASPM,3,343,1,1.0,0.9
ASPRV1,3,343,1,1.0,0.9
ATAD5,3,343,1,1.0,0.9
ATP2B2,3,343,1,1.0,0.9
ATP5I,3,343,1,1.0,0.9
ATPIF1,3,343,3,1.7,0.9
AZIN1,3,343,2,1.3,0.9
BAG4,3,343,6,3.0,0.9
BANP,3,343,3,2.3,0.9
BAX,3,343,1,1.0,0.9
BCL11A,3,343,18,6.7,0.9
BCL7C,3,343,2,1.3,0.9
BCR,3,343,2,1.3,0.9
BDH2,3,343,1,1.0,0.9
BIRC2,3,343,8,5.0,0.9
BOD1L,3,343,2,1.3,0.9
BPIFA1,3,343,2,1.3,0.9
BRAT1,3,343,1,1.0,0.9
BRCC3,3,343,1,1.0,0.9
BRI3BP,3,343,2,1.3,0.9
BRWD3,3,343,3,2.0,0.9
BST2,3,343,3,2.0,0.9
BTAF1,3,343,6,2.7,0.9
C10orf18,3,343,5,2.7,0.9
C12orf10,3,343,2,1.7,0.9
C12orf41,3,343,1,1.0,0.9
C12orf5,3,343,2,1.3,0.9
C12orf75,3,343,1,1.0,0.9
C15orf63,3,343,2,1.3,0.9
C16orf93,3,343,1,1.0,0.9
C17orf97,3,343,1,1.0,0.9
C19orf2,3,343,1,1.0,0.9
C1orf109,3,343,1,1.0,0.9
C1orf204,3,343,1,1.0,0.9
C20orf96,3,343,1,1.0,0.9
C3orf37,3,343,1,1.0,0.9
C4BPA,3,343,1,1.0,0.9
C6orf132,3,343,16,14.0,0.9
C8orf41,3,343,2,1.3,0.9
C8orf42,3,343,17,7.3,0.9
C9orf100,3,343,1,1.0,0.9
C9orf64,3,343,1,1.0,0.9
CABIN1,3,343,2,1.3,0.9
CACNA2D1,3,343,12,6.0,0.9
CACNA2D2,3,343,1,1.0,0.9
CAMTA1,3,343,1,1.0,0.9
CAND2,3,343,2,1.3,0.9
CASC5,3,343,1,1.0,0.9
CAST,3,343,2,1.3,0.9
CCDC61,3,343,1,1.0,0.9
CCDC91,3,343,1,1.0,0.9
CCDC99,3,343,4,2.3,0.9
CCNT2,3,343,2,1.3,0.9
CCNYL1,3,343,3,2.3,0.9
CDC20,3,343,1,1.0,0.9
CDH2,3,343,19,8.7,0.9
CDHR1,3,343,1,1.0,0.9
CDK20,3,343,1,1.0,0.9
CDX1,3,343,1,1.0,0.9
CDYL,3,343,4,3.3,0.9
CECR5,3,343,5,2.3,0.9
CENPE,3,343,1,1.0,0.9
CEP120,3,343,5,3.7,0.9
CEP128,3,343,9,4.7,0.9
CEP57,3,343,2,1.7,0.9
CFB,3,343,5,2.7,0.9
CGNL1,3,343,2,2.0,0.9
CHD1L,3,343,3,2.3,0.9
CHMP2B,3,343,2,1.3,0.9
CHPF,3,343,1,1.0,0.9
CIZ1,3,343,8,4.7,0.9
CKAP2L,3,343,5,3.7,0.9
CLN6,3,343,2,1.7,0.9
CNDP2,3,343,5,2.7,0.9
CNTROB,3,343,2,1.3,0.9
COL2A1,3,343,5,2.3,0.9
COL4A5,3,343,1,1.0,0.9
COL6A5,3,343,1,1.0,0.9
COL9A1,3,343,1,1.0,0.9
COX15,3,343,3,1.7,0.9
CPPED1,3,343,1,1.0,0.9
CPXM2,3,343,2,1.3,0.9
CREB5,3,343,1,1.0,0.9
CRKL,3,343,1,1.0,0.9
CSMD2,3,343,1,1.0,0.9
CT45A1,3,343,5,3.3,0.9
CT45A2,3,343,5,3.3,0.9
CT45A3,3,343,5,3.3,0.9
CT45A4,3,343,5,3.3,0.9
CT45A5,3,343,5,3.3,0.9
CT45A6,3,343,5,3.3,0.9
CTCFL,3,343,2,1.3,0.9
CTDSPL2,3,343,2,1.3,0.9
CTNNA3,3,343,2,1.3,0.9
CUL5,3,343,4,2.3,0.9
CUL9,3,343,4,2.3,0.9
CUX1,3,343,8,5.0,0.9
CWF19L1,3,343,2,1.3,0.9
CYB5A,3,343,1,1.0,0.9
CYP2C8,3,343,1,1.0,0.9
CYP2J2,3,343,2,1.3,0.9
DAPK3,3,343,3,1.7,0.9
DEPDC7,3,343,1,1.0,0.9
DHCR24,3,343,2,1.3,0.9
DHPS,3,343,2,1.3,0.9
DHRS7,3,343,1,1.0,0.9
DHX40,3,343,5,2.7,0.9
DISP2,3,343,1,1.0,0.9
DLC1,3,343,1,1.0,0.9
DLG1,3,343,8,3.7,0.9
DMAP1,3,343,1,1.0,0.9
DMC1,3,343,7,3.7,0.9
DNAH2,3,343,1,1.0,0.9
DNAJB12,3,343,4,2.0,0.9
DNAJB5,3,343,2,1.3,0.9
DNAJC2,3,343,1,1.0,0.9
DNAJC25,3,343,1,1.0,0.9
DNAJC25-GNG10,3,343,1,1.0,0.9
DNPEP,3,343,1,1.0,0.9
DOCK10,3,343,1,1.0,0.9
DOCK11,3,343,5,3.0,0.9
DOCK2,3,343,10,6.0,0.9
DTL,3,343,1,1.0,0.9
DTX3L,3,343,2,1.7,0.9
E2F4,3,343,1,1.0,0.9
ECD,3,343,3,2.0,0.9
ECM1,3,343,4,2.0,0.9
EFTUD1,3,343,2,1.3,0.9
EGFLAM,3,343,1,1.0,0.9
EHD4,3,343,2,1.3,0.9
EIF2B2,3,343,3,1.7,0.9
EIF2D,3,343,1,1.0,0.9
EPB41L5,3,343,2,1.3,0.9
EPC2,3,343,1,1.0,0.9
EPHA7,3,343,1,1.0,0.9
EPS8L2,3,343,2,1.3,0.9
EPX,3,343,1,1.0,0.9
ERAL1,3,343,1,1.0,0.9
ERCC6L,3,343,2,1.3,0.9
ESF1,3,343,8,5.7,0.9
ESPL1,3,343,1,1.0,0.9
EXD3,3,343,1,1.0,0.9
EXOSC5,3,343,2,1.3,0.9
FAM105B,3,343,1,1.0,0.9
FAM115A,3,343,2,1.3,0.9
FAM120B,3,343,2,1.3,0.9
FAM126A,3,343,1,1.0,0.9
FAM127A,3,343,1,1.0,0.9
FAM127B,3,343,1,1.0,0.9
FAM160A2,3,343,2,1.7,0.9
FAM203A,3,343,1,1.0,0.9
FAM203B,3,343,1,1.0,0.9
FAM38B,3,343,1,1.0,0.9
FAM83B,3,343,6,2.7,0.9
FAM83H,3,343,2,1.7,0.9
FBLN1,3,343,1,1.0,0.9
FBXO22,3,343,12,10.3,0.9
FBXO28,3,343,1,1.0,0.9
FBXO3,3,343,4,3.0,0.9
FGB,3,343,8,5.3,0.9
FGF14,3,343,4,2.3,0.9
FGR,3,343,2,1.3,0.9
FILIP1L,3,343,4,2.0,0.9
FKBP10,3,343,1,1.0,0.9
FLAD1,3,343,1,1.0,0.9
FLT4,3,343,1,1.0,0.9
FMN2,3,343,3,1.7,0.9
FMNL1,3,343,1,1.0,0.9
FOXP4,3,343,4,2.7,0.9
FOXRED2,3,343,1,1.0,0.9
FRAS1,3,343,5,2.3,0.9
GAK,3,343,11,6.0,0.9
GALNT7,3,343,1,1.0,0.9
GALNT8,3,343,1,1.0,0.9
GAN,3,343,10,4.7,0.9
GBE1,3,343,3,2.0,0.9
GBF1,3,343,4,2.0,0.9
GCDH,3,343,1,1.0,0.9
GCLM,3,343,1,1.0,0.9
GCSH,3,343,1,1.0,0.9
GINS1,3,343,1,1.0,0.9
GIT1,3,343,1,1.0,0.9
GLTSCR1,3,343,1,1.0,0.9
GM2A,3,343,2,1.7,0.9
GMNN,3,343,28,10.0,0.9
GMPPA,3,343,1,1.0,0.9
GMPR2,3,343,1,1.0,0.9
GNG10,3,343,1,1.0,0.9
GNPAT,3,343,1,1.0,0.9
GOLPH3,3,343,1,1.0,0.9
GPBP1L1,3,343,1,1.0,0.9
GPX4,3,343,1,1.0,0.9
GPX5,3,343,1,1.0,0.9
GRM8,3,343,4,2.0,0.9
GRTP1,3,343,1,1.0,0.9
GSTM4,3,343,4,2.0,0.9
GSX2,3,343,1,1.0,0.9
GTF2B,3,343,3,1.7,0.9
GTF2IRD2,3,343,4,2.0,0.9
GTF2IRD2B,3,343,4,2.0,0.9
GTSE1,3,343,1,1.0,0.9
GUK1,3,343,1,1.0,0.9
GXYLT1,3,343,1,1.0,0.9
HAUS1,3,343,1,1.0,0.9
HAUS4,3,343,2,1.3,0.9
HDAC6,3,343,4,2.0,0.9
HDDC2,3,343,1,1.0,0.9
HEBP1,3,343,3,2.0,0.9
HELB,3,343,4,2.7,0.9
HELLS,3,343,5,2.7,0.9
HERC6,3,343,3,2.0,0.9
HEXB,3,343,4,2.3,0.9
HIP1R,3,343,1,1.0,0.9
HIRIP3,3,343,1,1.0,0.9
HIVEP2,3,343,2,1.3,0.9
HLA-G,3,343,1,1.0,0.9
HMOX1,3,343,1,1.0,0.9
HOMER3,3,343,2,1.7,0.9
HPX,3,343,2,1.3,0.9
HSPA14,3,343,1,1.0,0.9
HSPG2,3,343,30,10.7,0.9
HTT,3,343,1,1.0,0.9
ICK,3,343,1,1.0,0.9
IFIT3,3,343,2,1.3,0.9
ILVBL,3,343,6,2.7,0.9
INADL,3,343,7,3.7,0.9
ING5,3,343,1,1.0,0.9
INTS1,3,343,9,4.7,0.9
INTS7,3,343,3,1.7,0.9
IPO11,3,343,1,1.0,0.9
IRAK1,3,343,2,1.7,0.9
ISOC2,3,343,5,2.3,0.9
ITGA3,3,343,2,1.7,0.9
ITGB5,3,343,6,3.3,0.9
ITIH3,3,343,2,1.3,0.9
ITPR1,3,343,2,1.7,0.9
IVL,3,343,5,2.7,0.9
JPH1,3,343,2,1.3,0.9
JSRP1,3,343,1,1.0,0.9
KCMF1,3,343,1,1.0,0.9
KCNMA1,3,343,1,1.0,0.9
KCTD11,3,343,1,1.0,0.9
KCTD13,3,343,3,2.0,0.9
KDM2A,3,343,3,1.7,0.9
KIAA0182,3,343,2,1.3,0.9
KIAA0528,3,343,1,1.0,0.9
KIAA0913,3,343,2,1.3,0.9
KIAA1468,3,343,2,1.3,0.9
KLK7,3,343,5,2.3,0.9
L3MBTL2,3,343,4,3.3,0.9
LACRT,3,343,7,3.0,0.9
LAGE3,3,343,1,1.0,0.9
LAMA5,3,343,5,2.3,0.9
LAMB2,3,343,1,1.0,0.9
LARS2,3,343,4,2.7,0.9
LCN2,3,343,1,1.0,0.9
LEFTY2,3,343,2,1.3,0.9
LGR6,3,343,7,3.0,0.9
LIMD1,3,343,2,1.3,0.9
LIN7A,3,343,3,2.0,0.9
LIN7C,3,343,5,3.0,0.9
LRRC16A,3,343,1,1.0,0.9
LRRC40,3,343,5,2.7,0.9
LRRC41,3,343,1,1.0,0.9
LSR,3,343,3,2.0,0.9
LTBP3,3,343,2,1.3,0.9
LTK,3,343,1,1.0,0.9
LTN1,3,343,2,1.3,0.9
LYPD3,3,343,1,1.0,0.9
LYPD5,3,343,2,1.3,0.9
LYPLA1,3,343,2,1.3,0.9
M6PR,3,343,1,1.0,0.9
MAGI1,3,343,2,1.3,0.9
MAGI3,3,343,2,1.3,0.9
MAK,3,343,1,1.0,0.9
MAP2K3,3,343,3,2.0,0.9
MAP7D2,3,343,1,1.0,0.9
MAPRE3,3,343,1,1.0,0.9
MAT1A,3,343,1,1.0,0.9
MAZ,3,343,4,2.3,0.9
MCM9,3,343,1,1.0,0.9
MDM1,3,343,1,1.0,0.9
MEA1,3,343,2,1.7,0.9
MED1,3,343,2,2.0,0.9
MED14,3,343,2,1.3,0.9
METTL21A,3,343,1,1.0,0.9
METTL3,3,343,3,2.0,0.9
MKRN2,3,343,2,1.7,0.9
MLLT6,3,343,3,2.0,0.9
MON2,3,343,7,3.0,0.9
MORC3,3,343,2,1.3,0.9
MOXD1,3,343,4,2.0,0.9
MPDZ,3,343,7,3.0,0.9
MPI,3,343,2,1.7,0.9
MPP6,3,343,3,1.7,0.9
MPST,3,343,3,1.7,0.9
MPV17L,3,343,1,1.0,0.9
MRPL24,3,343,1,1.0,0.9
MRPL54,3,343,3,1.7,0.9
MRPS11,3,343,1,1.0,0.9
MRPS18A,3,343,6,2.7,0.9
MRPS21,3,343,2,1.3,0.9
MRPS6,3,343,2,1.3,0.9
MRRF,3,343,1,1.0,0.9
MSI1,3,343,4,2.3,0.9
MT-ND5,3,343,2,1.3,0.9
MT1A,3,343,2,1.3,0.9
MT1H,3,343,4,2.7,0.9
MTMR14,3,343,29,15.3,0.9
MUC5B,3,343,4,3.0,0.9
MUT,3,343,4,3.0,0.9
MXRA8,3,343,2,1.3,0.9
MYO10,3,343,1,1.0,0.9
N4BP3,3,343,2,1.3,0.9
NAA11,3,343,1,1.0,0.9
NAF1,3,343,1,1.0,0.9
NAV3,3,343,4,2.3,0.9
NBR1,3,343,1,1.0,0.9
NCLN,3,343,1,1.0,0.9
NCOA4,3,343,1,1.0,0.9
NDE1,3,343,2,1.3,0.9
NDEL1,3,343,2,1.3,0.9
NDUFA5,3,343,2,1.3,0.9
NDUFA6,3,343,2,1.7,0.9
NDUFS8,3,343,3,1.7,0.9
NDUFV1,3,343,4,3.0,0.9
NEDD4L,3,343,1,1.0,0.9
NEU1,3,343,1,1.0,0.9
NEURL4,3,343,1,1.0,0.9
NFIA,3,343,1,1.0,0.9
NFIB,3,343,1,1.0,0.9
NFIX,3,343,1,1.0,0.9
NFKBIL1,3,343,1,1.0,0.9
NFX1,3,343,2,1.7,0.9
NHLRC2,3,343,2,1.3,0.9
NISCH,3,343,1,1.0,0.9
NLRC3,3,343,1,1.0,0.9
NLRX1,3,343,1,1.0,0.9
NOS3,3,343,1,1.0,0.9
NOSIP,3,343,1,1.0,0.9
NOV,3,343,1,1.0,0.9
NPHS2,3,343,1,1.0,0.9
NR2F1,3,343,8,3.3,0.9
NRBP1,3,343,2,1.3,0.9
NRM,3,343,3,2.0,0.9
NUBP2,3,343,1,1.0,0.9
NUDCD2,3,343,1,1.0,0.9
NUDT19,3,343,5,3.0,0.9
NUDT6,3,343,1,1.0,0.9
NUFIP1,3,343,1,1.0,0.9
NUPL1,3,343,1,1.0,0.9
NUPL2,3,343,2,1.3,0.9
OBSL1,3,343,2,1.7,0.9
ODF2,3,343,6,3.3,0.9
OPA1,3,343,1,1.0,0.9
OPHN1,3,343,1,1.0,0.9
OR10Z1,3,343,2,1.3,0.9
OR4A47,3,343,1,1.0,0.9
OR5K4,3,343,2,1.3,0.9
OXA1L,3,343,1,1.0,0.9
PANK4,3,343,1,1.0,0.9
PAPOLB,3,343,2,1.3,0.9
PAPPA,3,343,1,1.0,0.9
PAPSS2,3,343,3,2.0,0.9
PARD3B,3,343,1,1.0,0.9
PARP12,3,343,11,6.0,0.9
PAX9,3,343,1,1.0,0.9
PDCD2L,3,343,2,1.3,0.9
PDE12,3,343,4,2.0,0.9
PDE2A,3,343,1,1.0,0.9
PDE6A,3,343,1,1.0,0.9
PDRG1,3,343,2,1.7,0.9
PEA15,3,343,6,2.7,0.9
PEX14,3,343,2,1.3,0.9
PGAP2,3,343,1,1.0,0.9
PGM2,3,343,1,1.0,0.9
PGM3,3,343,7,3.0,0.9
PHC1,3,343,2,1.3,0.9
PHC2,3,343,1,1.0,0.9
PHF19,3,343,2,1.3,0.9
PHKA1,3,343,3,2.0,0.9
PIBF1,3,343,12,4.7,0.9
PIP5K1C,3,343,4,2.3,0.9
PITPNB,3,343,1,1.0,0.9
PLCB3,3,343,2,1.3,0.9
PLCE1,3,343,1,1.0,0.9
PLD1,3,343,1,1.0,0.9
PLEKHA7,3,343,21,9.0,0.9
PLEKHG5,3,343,1,1.0,0.9
PLVAP,3,343,3,2.0,0.9
PLXNB2,3,343,2,1.3,0.9
PNKD,3,343,2,1.3,0.9
POC5,3,343,3,2.7,0.9
POLQ,3,343,1,1.0,0.9
PON2,3,343,2,1.7,0.9
POP7,3,343,2,1.3,0.9
POT1,3,343,3,1.7,0.9
POTED,3,343,2,1.3,0.9
POTEG,3,343,1,1.0,0.9
POTEH,3,343,1,1.0,0.9
POTEM,3,343,1,1.0,0.9
PPL,3,343,2,1.3,0.9
PPM1D,3,343,205,69.3,0.9
PPME1,3,343,1,1.0,0.9
PPP1R12B,3,343,2,1.7,0.9
PPP1R14B,3,343,1,1.0,0.9
PPP1R2,3,343,2,1.3,0.9
PPP1R8,3,343,1,1.0,0.9
PPP2R5D,3,343,3,1.7,0.9
PPP3CC,3,343,1,1.0,0.9
PPP4C,3,343,2,1.3,0.9
PPP6R2,3,343,1,1.0,0.9
PPT1,3,343,1,1.0,0.9
PRCC,3,343,2,1.3,0.9
PRKACG,3,343,2,1.3,0.9
PRKCA,3,343,1,1.0,0.9
PRKD1,3,343,1,1.0,0.9
PRKD2,3,343,1,1.0,0.9
PRR3,3,343,1,1.0,0.9
PSAPL1,3,343,3,1.7,0.9
PSD4,3,343,1,1.0,0.9
PSMF1,3,343,1,1.0,0.9
PSMG2,3,343,2,2.0,0.9
PTPN1,3,343,3,2.0,0.9
PTPRG,3,343,1,1.0,0.9
PUS1,3,343,1,1.0,0.9
PUSL1,3,343,1,1.0,0.9
PVRL4,3,343,1,1.0,0.9
QRICH1,3,343,2,1.7,0.9
QTRT1,3,343,1,1.0,0.9
RAB11FIP1,3,343,2,1.3,0.9
RABEP2,3,343,1,1.0,0.9
RABL3,3,343,3,2.0,0.9
RAD21L1,3,343,2,1.3,0.9
RAD51AP1,3,343,3,1.7,0.9
RAD51D,3,343,2,1.3,0.9
RAF1,3,343,3,2.0,0.9
RBM44,3,343,1,1.0,0.9
RGS12,3,343,2,1.3,0.9
RHOT1,3,343,2,1.3,0.9
RIMBP3,3,343,2,1.7,0.9
RMND1,3,343,1,1.0,0.9
RNF113B,3,343,6,3.7,0.9
RNF114,3,343,1,1.0,0.9
RPAP2,3,343,1,1.0,0.9
RPAP3,3,343,1,1.0,0.9
RPS6KA1,3,343,1,1.0,0.9
RPS6KA2,3,343,1,1.0,0.9
RSPRY1,3,343,2,1.3,0.9
S100A10,3,343,4,2.3,0.9
S100P,3,343,1,1.0,0.9
SAP130,3,343,2,1.3,0.9
SATB1,3,343,3,1.7,0.9
SATB2,3,343,6,5.0,0.9
SCARF2,3,343,15,10.0,0.9
SCGB2A1,3,343,2,1.3,0.9
SCRN3,3,343,1,1.0,0.9
SEC61B,3,343,1,1.0,0.9
SECISBP2,3,343,4,2.3,0.9
SENP6,3,343,1,1.0,0.9
SERPINA12,3,343,3,2.7,0.9
SERPINB8,3,343,1,1.0,0.9
SETD2,3,343,2,1.3,0.9
SETD6,3,343,2,1.3,0.9
SH3BGRL2,3,343,2,1.3,0.9
SH3BP4,3,343,2,1.7,0.9
SH3GLB1,3,343,1,1.0,0.9
SHCBP1,3,343,2,1.3,0.9
SHROOM2,3,343,3,1.7,0.9
SIRT6,3,343,5,2.3,0.9
SLC25A17,3,343,2,1.7,0.9
SLC27A2,3,343,1,1.0,0.9
SLC38A2,3,343,1,1.0,0.9
SLIT2,3,343,6,2.7,0.9
SMC5,3,343,5,3.3,0.9
SMG6,3,343,1,1.0,0.9
SPCS3,3,343,2,1.7,0.9
SPEG,3,343,2,1.3,0.9
SPICE1,3,343,1,1.0,0.9
SPIN4,3,343,1,1.0,0.9
SPRYD4,3,343,1,1.0,0.9
SPTA1,3,343,1,1.0,0.9
SRCAP,3,343,1,1.0,0.9
SRGAP1,3,343,1,1.0,0.9
SSSCA1,3,343,2,1.3,0.9
STATH,3,343,2,1.3,0.9
STIM2,3,343,1,1.0,0.9
STRN,3,343,3,2.7,0.9
STX6,3,343,1,1.0,0.9
STXBP3,3,343,2,1.3,0.9
SUPV3L1,3,343,2,1.3,0.9
SYNGR2,3,343,1,1.0,0.9
SYNRG,3,343,3,2.0,0.9
SYT17,3,343,1,1.0,0.9
TAF1C,3,343,13,7.7,0.9
TAF1D,3,343,3,1.7,0.9
TATDN1,3,343,1,1.0,0.9
TBC1D10A,3,343,1,1.0,0.9
TBL1XR1,3,343,2,1.3,0.9
TBRG4,3,343,1,1.0,0.9
TDP2,3,343,1,1.0,0.9
TEX11,3,343,1,1.0,0.9
TFAP2E,3,343,13,5.0,0.9
TFDP1,3,343,1,1.0,0.9
TICAM2,3,343,1,1.0,0.9
TIMM8B,3,343,2,1.3,0.9
TLK2,3,343,2,1.3,0.9
TMED7,3,343,1,1.0,0.9
TMED7-TICAM2,3,343,1,1.0,0.9
TMED8,3,343,1,1.0,0.9
TMEM201,3,343,3,2.0,0.9
TMPRSS13,3,343,1,1.0,0.9
TNFAIP3,3,343,4,3.0,0.9
TNKS2,3,343,9,5.7,0.9
TNRC18,3,343,2,1.7,0.9
TOPORS,3,343,1,1.0,0.9
TOR1A,3,343,2,1.3,0.9
TP53BP2,3,343,3,1.7,0.9
TRAF2,3,343,8,6.0,0.9
TRIM33,3,343,6,2.7,0.9
TRIM41,3,343,3,1.7,0.9
TRIM7,3,343,2,1.3,0.9
TRRAP,3,343,3,1.7,0.9
TSFM,3,343,2,1.3,0.9
TSNAX,3,343,2,1.7,0.9
TST,3,343,2,1.3,0.9
TTC7B,3,343,6,2.7,0.9
TXNRD1,3,343,2,2.0,0.9
