Official Symbol Interactor A,Official Symbol Interactor B
CFTR,PDZD3
CFTR,SLC9A3R1
ORC1,ORC2
ORC1,ORC4
ORC1,ORC5
ORC2,ORC1
ORC2,ORC2
ORC2,ORC3
ORC2,ORC4
ORC2,ORC5
ORC3,ORC2
ORC3,ORC5
ORC3,ORC6
ORC4,ORC1
ORC4,ORC2
ORC4,ORC5
ORC4,ORC6
ORC5,ORC1
ORC5,ORC2
ORC5,ORC3
ORC5,ORC4
ORC5,ORC5
ORC5,ORC6
ORC6,ORC4
MCM2,MCM3
MCM2,MCM4
MCM2,MCM5
MCM2,MCM6
MCM2,MCM7
MCM3,MCM7
MCM4,MCM2
MCM4,MCM4
MCM4,MCM6
MCM5,MCM3
MCM5,MCM7
MCM6,MCM2
MCM6,MCM4
MCM6,MCM6
MCM6,MCM7
MCM7,MCM2
MCM7,MCM3
MCM7,MCM6
MCM2,ORC1
MCM2,ORC2
MCM2,ORC4
MCM2,ORC5
MCM4,ORC1
MCM4,ORC2
MCM4,ORC3
MCM4,ORC4
MCM4,ORC5
MCM4,ORC6
MCM5,ORC2
MCM5,ORC6
MCM6,ORC1
MCM6,ORC2
MCM6,ORC4
ORC1,MCM4
ORC1,MCM6
ORC1,MCM7
ORC2,MCM4
ORC2,MCM5
ORC2,MCM6
ORC2,MCM7
ORC3,MCM4
ORC3,MCM7
ORC4,MCM3
ORC4,MCM4
ORC4,MCM6
ORC5,MCM3
ORC5,MCM4
ORC5,MCM7
ORC6,MCM4
ORC6,MCM5
CDC6,ORC1
CDC7,ORC1
CDC7,ORC6
DBF4,ORC1
DBF4,ORC2
DBF4,ORC5
DBF4,ORC6
CDC45,ORC1
CDC45,ORC6
ORC1,CDC6
ORC1,CDC45
ORC2,CDC6
ORC6,CDC45
CDC6,MCM7
CDC7,MCM4
CDC7,MCM5
CDC7,MCM7
DBF4,MCM3
DBF4,MCM4
DBF4,MCM7
CDC45,MCM3
CDC45,MCM6
CDC45,MCM7
MCM2,CDC7
MCM6,CDC45
MCM7,CDC6
MCM7,CDC45
RPA1,ORC6
RPA2,ORC1
RPA2,ORC4
RPA2,ORC5
ORC2,RPA1
ORC6,RPA1
RPA1,MCM4
RPA1,MCM6
RPA1,MCM7
RPA2,MCM3
RPA2,MCM4
RPA2,MCM5
MCM2,RPA1
MCM4,RPA1
MCM6,RPA1
ORC2,ORC4
ORC3,ORC2
ORC5,ORC2
ORC6,ORC2
ORC6,ORC3
ORC6,ORC4
ORC1,CDC6
CDC6,ORC2
MCM2,ORC2
MCM7,CDC6
DBF4,ORC2
DBF4,ORC4
DBF4,ORC6
RDBP,WHSC2
RDBP,COBRA1
RDBP,TH1L
RDBP,POLR2A
RDBP,WHSC2
RDBP,COBRA1
RDBP,TH1L
AHR,ESR1
PARK7,EFCAB6
PARK7,EFCAB6
EFCAB6,PARK7
AR,EFCAB6
EFCAB6,AR
EFCAB6,AR
EFCAB6,HDAC1
EFCAB6,SIN3A
USF2,PPRC1
PPRC1,USF1
PPRC1,USF2
ITPR1,CA8
CA8,ITPR1
CANX,EDEM1
CUL4B,CAND1
CUL1,CAND1
CUL2,CAND1
CUL3,CAND1
CUL4A,CAND1
CUL4B,CAND1
CAND1,CUL1
CAND1,CUL2
CAND1,CUL3
CAND1,CUL4A
CAND1,CUL4B
CAND1,RBX1
CUL1,SKP1
CUL1,RBX1
CUL1,BTRC
CAND1,CUL1
CAND1,RBX1
CAND1,CAND1
SKP2,CUL1
BTRC,SKP1
SKP2,SKP1
MDC1,CHEK2
MDC1,CHEK2
STEAP3,BNIP3L
STEAP3,PKMYT1
STEAP3,BNIP3L
STEAP3,PKMYT1
FKBP2,ARFGEF1
FKBP2,ARFGEF2
FKBP2,CDKN2A
MLNR,GHRL
MDM2,HIF1A
HIF1A,MDM2
HIF1A,TP53
AKAP4,FSIP1
AKAP4,AKAP3
AKAP4,PRKAR1A
AKAP3,AKAP4
TRIP10,HTT
CDH2,CTNNA1
CDH2,CTNNB1
CDH2,CTNND1
SRSF9,YBX1
ADCY5,RGS2
ADCY5,RGS2
NGFR,TRADD
NFKB1,HMGB1
LIFR,LIF
UNC5A,MAGED1
UNC5A,MAGED1
GRIK1,PICK1
GRIK1,SDCBP
GRIK1,DLG4
GRIK1,GRIP1
GRIK2,PICK1
GRIK2,SDCBP
GRIK2,DLG4
GRIK2,GRIP1
GRIK2,DLG4
GRIK2,SDCBP
GRIK2,PICK1
GRIK1,DLG4
GRIK1,SDCBP
GRIK1,PICK1
TFAP2A,DEK
TFAP2A,DEK
NR3C1,DAXX
DAXX,NR3C1
DAXX,NR3C1
GABRB3,AKAP5
GABRB3,AKAP5
GABRB3,PRKCA
GABRB3,PRKACA
MAPK1,ELK1
MAPK1,RPS6KA1
MAPK1,UBR5
MAPK1,TPR
UBR5,MAPK3
UBR5,MAPK1
PLD1,RHOA
PLD1,RHOA
RTKN,RHOA
DHX9,BRCA1
MSH4,VBP1
VBP1,MSH4
MSH5,MSH4
MSH4,MSH5
MSH4,VBP1
RACGAP1,RND2
RACGAP1,RND2
MLLT4,RAP1GAP
RAP1GAP,MLLT4
HDAC9,HIST4H4
HDAC9,HIST2H3A
HDAC9,HDAC3
HDAC9,SIN3A
HDAC9,SIN3B
HDAC9,NCOR1
HDAC9,NCOR1
HDAC9,ETV6
HDAC9,HDAC4
RAB27A,SYTL1
RAB27A,SYTL5
RAB27A,MYRIP
RAB27A,SYTL2
RAB27A,SYTL3
SYTL4,STXBP1
SYTL4,STX1A
SYTL4,RAB27A
SYTL4,RAB3A
SYTL4,RAB8A
RAB27A,SYTL4
NUP98,NUP88
NUP98,NUP88
MAPK14,SMAD7
SMAD7,MAP2K3
SMAD7,MAP2K6
SMAD7,MAP3K7
SMAD7,TAB1
NCOR2,RELA
NCOR2,RELA
NCOR2,NFKBIA
RB1,PIK3R3
RB1,PIK3R3
CCNT1,GRN
CCNT1,CDK9
GRN,CCNT1
GRN,CDK9
TAT,GRN
GRN,TAT
MBD2,GPN1
MBD2,GPN1
SUV39H1,RBL1
SUV39H1,RBL2
EP300,TFAP2A
EP300,CITED2
TFAP2A,CITED2
HDAC6,HDAC11
HDAC11,HDAC6
HTT,PRPF40A
HTT,PRPF40B
HTT,MAGEA3
HTT,FICD
HTT,UBE2K
HTT,AP2A2
HTT,C15orf63
HTT,OPTN
HTT,CXorf27
PRPF40A,HTT
SETD2,HTT
PRPF40B,HTT
KAT6B,RUNX2
KAT6B,RUNX2
KAT6B,RUNX2
KAT6B,RUNX1
HDAC2,CHD3
HDAC2,CHD4
HDAC2,MTA1
HDAC2,MTA2
HDAC2,RBBP4
HDAC2,RBBP7
HDAC2,ZMYM3
HDAC2,ZMYM2
HDAC2,KIAA0182
HDAC2,GTF2I
HDAC2,KDM1A
HDAC2,PHF21A
HDAC2,HMG20B
HDAC2,HDAC1
HDAC2,HDAC2
HDAC2,SIN3A
KDM1A,ZNF217
KDM1A,ZMYM3
KDM1A,ZMYM2
KDM1A,KIAA0182
KDM1A,GTF2I
KDM1A,KDM1A
KDM1A,PHF21A
KDM1A,HMG20B
KDM1A,HDAC1
KDM1A,HDAC2
GTF2I,KDM1A
GTF2I,HDAC2
HDAC2,GTF2I
KDM1A,GTF2I
KDM1A,HDAC2
PHF21A,GTF2I
KAT7,ORC1
KAT7,ORC1
ORC1,KAT7
HDAC7,KAT5
KAT5,HDAC7
STAT3,KAT5
BCL3,PIR
BCL3,KAT5
BCL3,COPS5
NFKBIA,PIR
NFKBIA,BARD1
BCL3,BARD1
BCL3,PIR
BCL3,COPS5
BCL3,KAT5
BCL3,PIR
BCL3,COPS5
BCL3,KAT5
KAT5,CREB1
KAT5,CREB1
KAT5,MDM2
MDM2,KAT5
KAT5,AR
KAT5,AR
AR,HDAC1
HDAC1,AR
KAT5,ETV6
ETV6,KAT5
KAT5,KAT5
KAT5,PLA2G4A
PLA2G4A,KAT5
EDNRA,KAT5
EDNRA,HDAC7
EDNRA,HDAC7
EDNRA,KAT5
EDNRA,KAT5
EDNRA,HDAC7
SNRPD3,PRMT5
SNRPD3,PRMT5
SNRPD1,PRMT5
SNRPD3,CLNS1A
SNRPD1,CLNS1A
CLNS1A,PRMT5
CLNS1A,SNRPB
SNRPD3,CLNS1A
CLNS1A,SNRPD3
CLNS1A,SNRPD1
CLNS1A,SNRPD2
CLNS1A,SNRPE
CLNS1A,SNRPD1
CLNS1A,SNRPD3
CLNS1A,PRMT5
CLNS1A,PRMT5
PRMT5,PRMT5
PRMT5,MBP
PRMT5,JAK1
PRMT5,JAK2
PRMT5,JAK3
PRMT5,TYK2
PRMT5,PRMT5
PRMT5,CLNS1A
PRMT5,WDR77
CLNS1A,WDR77
CLNS1A,PRMT5
PRMT5,CLNS1A
PRMT5,WDR77
WDR77,PRMT5
CLNS1A,PRMT5
PRMT5,CLNS1A
PRMT5,WDR77
WDR77,SNRPD1
WDR77,SNRPD2
WDR77,SNRPD3
WDR77,SNRPE
WDR77,SNRPB
SETDB1,TRIM28
SETDB1,HIST2H3A
SETDB1,HIST4H4
HDAC2,SETDB1
SIN3A,SETDB1
SIN3B,SETDB1
SIN3A,HDAC1
SIN3A,HDAC2
RNF40,STX1A
RNF40,STX1A
RNF40,UBE2L6
GTF3C2,GTF3C3
GTF3C2,GTF3C5
GTF3C3,GTF3C2
GTF3C5,GTF3C2
TBP,GTF3C2
TBP,GTF3C3
TBP,GTF3C4
TBP,GTF3C5
POLR3C,GTF3C5
POLR3C,GTF3C1
POLR3C,GTF3C2
POLR3C,GTF3C4
POLR3C,GTF3C3
BRF1,GTF3C5
GTF3C3,BRF1
HDAC4,MEF2A
HDAC9,MEF2A
HDAC4,MEF2A
HDAC4,MEF2C
HDAC4,MEF2D
MEF2C,HDAC4
HDAC4,HDAC4
MEF2C,HDAC4
MEF2D,EP300
GATA2,HDAC3
GATA2,HDAC5
HDAC3,GATA2
NCOR2,HDAC3
NCOR2,HDAC3
NCOR2,HDAC3
HDAC1,YY1
HDAC2,YY1
HDAC3,YY1
PPARG,RB1
PPARG,HDAC3
PPARG,RB1
PPARG,HDAC3
RB1,PPARG
HDAC3,RB1
HDAC3,PPARG
VCP,TOMM34
EP300,PPARG
EP300,ESR1
MBD3,CHD4
HDAC2,GTF2I
HDAC3,GTF2I
HDAC1,GTF2I
HDAC3,GTF2I
MBD3,MTA2
MBD3,HDAC1
MBD3,HDAC2
AURKA,MBD3
AURKA,MBD3
NCOR1,TBL1XR1
NCOR1,CORO2A
NCOR1,TBL1X
MBD2,GATAD2A
MBD2,HDAC1
MBD2,HDAC2
HDAC3,NR2C1
MBD2,GATAD2A
HDAC4,NR2C1
HDAC3,NR2C1
NR2C1,HDAC3
NR2C1,HDAC4
MBD2,GATAD2B
MBD3,GATAD2A
MBD3,GATAD2B
RB1,RBBP4
RB1,E2F1
RBBP4,HDAC1
RBBP4,HDAC3
HDAC1,RBBP4
HDAC3,RBBP4
NCOR1,TAB2
NCOR1,TAB2
MBD3,GATAD2B
NCOR1,NFKB1
MBD2,GATAD2B
TAB2,HDAC3
TAB2,HDAC1
TAB2,HDAC5
TAB2,TBL1X
RBBP7,GATAD2B
TAB2,HDAC3
TAB2,NCOR1
TAB2,NCOR1
RBBP4,GATAD2B
TAB2,NFKB1
NFKB1,TAB2
GATAD2B,MTA2
GATAD2B,HDAC1
GATAD2B,HDAC2
GATAD2B,RBBP4
GATAD2B,RBBP7
GATAD2B,MBD2
GATAD2B,MBD3
HDAC9,HDAC1
HDAC9,HDAC3
GATAD2B,MBD3
HDAC3,GTF2I
HDAC3,GTF2IRD1
HDAC3,Pias2
HDAC1,CHD4
HDAC1,RBBP4
HDAC1,SIN3A
HDAC4,RBBP4
HDAC4,HDAC3
HDAC5,HDAC3
RELA,HDAC3
HDAC3,RELA
NFKBIA,RELA
MORF4L1,MRFAP1
MORF4L1,MRFAP1
MORF4L1,RB1
MRFAP1,MORF4L1
MRFAP1,RB1
RB1,MORF4L1
RB1,MRFAP1
HDAC10,HDAC3
MORF4L1,RB1
MRFAP1,RB1
MRFAP1,MORF4L1
MORF4L1,RB1
HDAC4,HDAC3
HDAC5,HDAC3
HDAC1,HDAC2
HDAC4,HDAC3
HDAC4,NCOR1
HDAC4,NCOR2
MORF4L1,KAT8
NCOR1,HDAC3
NCOR1,HDAC4
RB1,E2F1
RB1,MORF4L1
NCOR2,HDAC3
HDAC3,NCOR2
HDAC3,NCOR1
NCOR1,HDAC4
HDAC4,HDAC3
MORF4L1,KAT8
HDAC2,HDAC1
HDAC2,HSPA4
HDAC1,HSPD1
HDAC1,HSPA4
HDAC3,HSPA4
HSPA4,HDAC1
HSPA4,HDAC2
HDAC7,HDAC3
HDAC7,HDAC3
HDAC7,NCOR1
HDAC1,HDAC2
HDAC7,NCOR2
NCOR1,HDAC3
NCOR1,HDAC7
HDAC4,HDAC3
HDAC3,XPO1
HDAC3,HDAC3
HDAC3,HDAC3
SRC,RXRA
Pparg,RXRA
Pparg,RXRA
BRD8,RXRA
NCOR1,TBL1XR1
NCOR1,GPS2
NCOR1,TBL1X
HDAC3,TBL1X
HDAC3,TBL1XR1
HDAC3,GPS2
NCOR1,TBL1X
NCOR1,HDAC3
NCOR1,GPS2
HDAC3,NCOR1
HDAC3,TBL1X
HDAC3,GPS2
HDAC1,SIN3A
HDAC5,NCOR1
HDAC5,TBL1X
HDAC5,HDAC3
HDAC5,GPS2
NCOR1,TBL1X
NCOR1,HDAC3
NCOR1,GPS2
SIN3A,HDAC1
GPS2,NCOR1
GPS2,TBL1X
GPS2,HDAC3
TBL1X,NCOR1
GPS2,NCOR1
GPS2,TBL1X
NCOR1,TBL1X
TBL1X,GPS2
TBL1X,HDAC3
THRB,EIF3I
BRD8,THRB
THRB,RXRA
ATF2,RUVBL2
RUVBL2,ATF2
YWHAE,HDAC4
YWHAG,HDAC4
YWHAZ,HDAC4
BCL6,HDAC5
BCL6,HDAC4
BCL6,HDAC7
HDAC5,BCL6
HDAC5,ZBTB16
HDAC4,BCL6
HDAC4,ZBTB16
HDAC7,BCL6
HDAC7,ZBTB16
MCRS1,NOP2
MCRS1,NOP2
MCRS1,FBL
NOP2,FBL
CCND1,THRB
CCND1,THRB
CCND1,HDAC3
THRA,CCND1
HDAC3,NCOR2
HDAC3,TCP1
HDAC3,HSPA8
HDAC3,TCP1
HDAC3,CCT5
HDAC3,NCOR2
NCOR2,HDAC3
NCOR2,HDAC3
TBL1X,NCOR2
HDAC1,TOP2B
HDAC1,TOP2A
HDAC2,TOP2B
HDAC2,TOP2A
MTA2,TOP2B
HDAC1,TOP2B
HDAC2,TOP2B
DAXX,SUMO1
PML,SUMO1
MCRS1,DAXX
MCRS1,DAXX
DAXX,MCRS1
EP300,KAT2B
EP300,RELA
RELA,HDAC1
RELA,HDAC2
RELA,NFKBIA
NFKBIA,RELA
KAT2B,YY1
EP300,YY1
YY1,HDAC2
YY1,HDAC3
PFN2,Morf4l1
PFN2,Morf4l1
Morf4l1,PFN2
Morf4l1,SIN3A
MORF4,SIN3A
PFN2,SIN3A
Morf4l1,TLE1
MORF4L2,SIN3A
SP1,HDAC2
SP3,HDAC2
SNW1,RBPJ
RBPJ,SNW1
SNW1,CIR1
CIR1,SNW1
SNW1,CIR1
HDAC2,SNW1
SNW1,HDAC2
RBPJ,SIN3A
SNW1,SIN3A
SNW1,NCOR2
SNW1,SND1
RBPJ,SND1
SKIV2L,CDK11A
PAK1,CDK11A
UNC13B,STX1B
GRID2,GRID2IP
EIF3F,CDK11A
EIF3F,CDK11A
SCN2A,ANK3
CDK11A,CCNL2
CDK11A,CCNL1
MMP25,CLU
TNNI3K,AIP
STX1B,SNAP23
STX1B,VAPB
CDK11A,PAK1
CDK11A,PAK1
NCF1,RELA
NCF1,RELA
FYN,Mta1
FYN,Mta3
GRB2,Mta1
GRB2,Mta3
NCK1,Mta1
NCK1,Mta3
Mta1,FYN
MTA1,ESR1
MTA1,ESR1
ESR1,MTA1
MTA1,MNAT1
MTA1,MNAT1
MNAT1,MTA1
MNAT1,MTA1
MTA1,MNAT1
ESR1,MNAT1
CCNH,MNAT1
CCNH,MTA1
CCNH,ESR1
CDK7,MTA1
CDK7,MNAT1
CDK7,HDAC2
MNAT1,ESR1
RUVBL1,CTNNB1
CTNNB1,RUVBL1
RUVBL1,CTNNB1
RUVBL1,TBP
CTNNB1,RUVBL1
RUVBL1,LEF1
Ruvbl1,PLG
BAZ2A,SMARCA5
Cbx2,PHC1
Cbx2,BMI1
Cbx2,RING1
Cbx2,CBX4
Bmi1,PHC1
Bmi1,RING1
Bmi1,CBX4
Bmi1,CBX4
Bmi1,CBX8
Bmi1,PHC1
Bmi1,PHC3
Bmi1,SMARCA5
Bmi1,SCMH1
Bmi1,HSPA4
Bmi1,RING1
Bmi1,PHC2
Cbx2,PHC1
Cbx2,PHC3
Cbx2,SMARCA5
Cbx2,SCMH1
Cbx2,CBX4
Cbx2,HSPA4
Cbx2,RING1
Cbx2,BMI1
Cbx2,PHC2
GTF3C4,GTF3C1
GTF3C4,GTF3C2
GTF3C4,GTF3C5
GTF3C4,GTF3C3
TAF6,TAF5
GTF3C4,GTF3C1
GTF3C4,GTF3C2
GTF3C4,GTF3C5
POLR3C,GTF3C4
POLR3F,GTF3C4
GTF3C4,HIST2H3A
SMARCA5,BAZ1A
SMARCA5,BAZ1A
PCNA,DNMT1
HDAC2,DNMT1
SMARCA5,BAZ1A
DNMT1,HDAC2
DNMT1,DMAP1
DNMT1,DMAP1
SMARCA5,POLE3
DMAP1,DNMT1
SMARCA5,CHRAC1
SMARCA5,BAZ1A
SMARCA5,POLE3
SMARCA5,CHRAC1
POLE3,SMARCA5
POLE3,BAZ1A
POLE3,CHRAC1
DMAP1,DNMT1
POLE3,CHRAC1
DMAP1,TSG101
HDAC2,HDAC1
HDAC2,HDAC10
HDAC1,HDAC2
HDAC1,NCOR2
HDAC10,HDAC2
HDAC10,NCOR2
NCOR2,HDAC1
NCOR2,HDAC10
HSPD1,HIST2H2BE
RBPJ,CIR1
RBPJ,SND1
CIR1,SAP30
CIR1,Hdac2
Hdac2,THRB
Hdac2,THRA
ATR,CHD4
GSTP1,TGM2
ATR,HDAC2
ATR,CHD4
ATR,HDAC1
ATR,MTA1
ATR,MTA2
CHD4,ATR
CHD4,HDAC2
HDAC2,CHD4
HDAC2,ATR
ATR,HDAC2
RCOR1,KDM1A
RCOR1,ZNF217
RCOR1,HDAC1
RCOR1,HDAC2
HIRIP3,HIRA
HDAC1,RCOR1
HDAC1,RBBP4
HDAC1,MTA2
HDAC1,SIN3A
HDAC1,KDM1A
HDAC2,RCOR1
KDM1A,HDAC1
KDM1A,RCOR1
KDM1A,SIN3A
BRD7,HNRNPUL1
HNRNPUL1,BRD7
PML,NCOR2
PML,SIN3A
PML,NCOR1
HNRNPUL1,BRD7
HDAC1,PML
NCOR1,PML
SIN3A,PML
HDAC1,PML
PML,SKI
PML,NCOR1
NCOR1,SIN3A
NCOR1,SKI
SIN3A,SKI
PML,SKI
MYC,TRRAP
MYC,KAT2A
MAX,MYC
MAX,KAT2A
MAX,TRRAP
Myc,KAT2A
KAT2A,TRRAP
PML,HDAC1
PML,HDAC3
HDAC1,PML
HDAC1,PML
HDAC1,PML
HDAC2,PML
HDAC3,PML
PML,HDAC1
MYC,TRRAP
Myc,TRRAP
MAX,MYC
MAX,TRRAP
E2F1,TRRAP
RFC1,HDAC1
RFC1,HDAC1
TRRAP,EP400
RBBP7,BRCA1
RBBP4,BRCA1
RBBP4,BRCA1
RB1,BRCA1
RB1,RBBP7
BRCA1,HDAC1
BRCA1,HDAC2
MYC,EP400
MYC,EP400
MAX,EP400
Dnmt1,HDAC1
RB1,HDAC1
EP400,TRRAP
EP400,RUVBL2
EP400,RUVBL1
HDAC1,Dnmt1
Dnmt1,HDAC1
EP400,ACTL6A
KAT2B,TRRAP
EP400,RUVBL1
EP400,TRRAP
EP400,KAT5
HDAC1,TOP2A
HDAC1,TOP2A
TOP2A,HDAC1
TOP2B,HDAC1
TOP2A,HDAC1
TOP2B,HDAC1
HDAC1,RB1
HDAC1,MYOD1
RB1,HDAC1
MYOD1,HDAC1
RUVBL1,EP400
EP400,RUVBL1
MYC,RUVBL1
CDK2AP1,CDK2
CDK2AP1,CDK2
CDK2,CDK2AP1
CDK2,RB1
CDK2AP1,POLA1
CDK2,POLA1
NUMA1,YEATS4
NUMA1,YEATS4
YEATS4,NUMA1
YEATS4,KIAA1009
YEATS4,PFDN1
TACC1,CKAP5
YEATS4,TACC1
HDAC1,RELA
HDAC1,NFKB1
RELA,HDAC1
NFKB1,HDAC1
RELA,HDAC1
HDAC1,RELA
HDAC1,NFKB1
RELA,CREBBP
CREBBP,RELA
Smarcd1,JUNB
RELA,HDAC1
HDAC1,HDAC2
FOS,JUN
Hdac1,RELA
HDAC1,RELA
JUN,Smarcb1
JUN,Smarca2
HDAC1,MDM2
TP53,MDM2
MDM2,HDAC1
MDM2,HDAC1
TP53,MDM2
TP53,HDAC1
SMARCB1,SMARCA2
SMARCB1,SMARCA4
SMARCB1,SMARCC1
SMARCB1,SIN3A
SMARCB1,HDAC1
SMARCB1,HDAC2
SMARCB1,RBBP4
CREBBP,TP53
SMARCB1,POLR2A
SMARCA4,POLR2A
SMARCA4,SMARCC1
SMARCA4,SIN3A
SMARCA4,HDAC2
SMARCA4,RBBP4
SMARCA2,SMARCC1
SMARCA2,POLR2A
SMARCA2,SIN3A
SMARCA2,HDAC1
SMARCA2,HDAC2
SMARCA2,RBBP4
SIN3A,SMARCA2
SIN3A,SMARCC1
SIN3A,SMARCA4
KLF1,ARID1A
KLF1,SMARCA4
KLF1,SMARCC2
KLF1,SMARCC1
KLF1,SMARCD1
KLF1,SMARCE1
KLF1,SMARCB1
GATA1,ARID1A
GATA1,SMARCA4
GATA1,SMARCC2
GATA1,SMARCC1
GATA1,SMARCD1
GATA1,SMARCE1
GATA1,SMARCB1
TFE3,SMARCE1
SP1,SMARCA4
SP1,SMARCC2
SP1,SMARCC1
NR3C1,SMARCA4
CCNE1,SMARCA4
TLE1,Foxg1
TLE1,Foxg1
TLE3,Foxg1
HDAC1,Foxg1
MYC,MAX
SMARCB1,MYC
HDAC1,PHB
HDAC1,RB1
MYC,SMARCB1
NCOR1,PHB
SIN3A,PHB
SMARCB1,Myc
MYC,SMARCB1
SMARCB1,MYC
PCNA,HDAC1
HDAC1,PCNA
NCOA1,Smarce1
Smarce1,NCOA1
Smarce1,RAC3
RB1,HDAC1
Smarce1,NCOA2
HDAC1,RB1
NCOA1,SMARCE1
SMARCE1,ESR2
Esr1,SMARCE1
SMARCE1,ESR1
SMARCE1,ESR1
DNMT1,RB1
DNMT1,E2F1
DNMT1,HDAC1
RB1,DNMT1
RB1,DNMT1
HDAC1,RB1
HDAC1,RBL1
HDAC2,RB1
HDAC2,RBL1
HDAC3,RB1
HDAC3,RBL1
ARID4A,RB1
ARID4A,RBL1
RB1,HDAC1
RB1,HDAC2
RB1,HDAC3
RB1,ARID4A
RB1,RBL1
RB1,RBL2
TP53,SMARCB1
TP53,SMARCA4
TP53,SMARCA4
TP53,SMARCB1
SMARCB1,TP53
TP53,SMARCB1
TP53,SMARCA4
TP53,SMARCC1
HDAC1,FKBP3
HDAC2,FKBP3
FKBP3,HDAC1
FKBP3,HDAC2
FKBP3,YY1
YY1,FKBP3
FKBP3,YY1
SMARCB1,XPO1
SMARCB1,XPO1
SMARCB1,RAN
CREBBP,KLF1
MLLT10,YEATS4
YEATS4,MLLT10
MLLT10,YEATS4
YEATS4,MLLT10
YEATS4,SMARCB1
YEATS4,SMARCB1
MLLT10,SMARCB1
NFIX,HDAC1
NFIX,RB1
BRCA1,SMARCA4
SP1,HDAC1
SP1,RB1
SMARCB1,BRCA1
SMARCB1,SMARCB1
BRCA1,SMARCA4
BRCA1,SMARCC2
BRCA1,SMARCC1
BRCA1,SMARCD2
BRCA1,SMARCB1
HDAC1,RBBP4
SIN3A,RBBP4
RBBP4,HDAC1
HDAC2,SIN3A
HDAC2,MXD1
SMARCA2,ESR1
PPARD,NCOR2
PPARD,NCOR1
PPARD,SPEN
HDAC1,PPARD
HDAC2,PPARD
PPARD,HDAC3
NCOR2,PPARD
HSF1,SMARCA4
SMARCB1,SMARCA4
SMARCB1,HSF1
RBL1,HDAC1
RBL2,HDAC1
RBL1,HDAC1
RB1,HDAC1
E2F4,HDAC1
ESR1,FKBP5
ESR1,FKBP4
ESR1,HSP90AA1
ESR1,HSPA4
ESR1,PPID
FES,HSP90AA1
FES,HSPA4
FES,FKBP4
FES,FKBP5
FES,PTGES3
FES,PPID
BCOR,BCL6
BCOR,BCL6
BCOR,HDAC1
BCOR,HDAC3
BCOR,HDAC4
BCOR,HDAC6
HSF1,HSP90AA1
HSF1,HSPA4
HSF1,FKBP5
HSF1,FKBP4
HSF1,PPID
HSF1,PTGES3
ESR1,PTGES3
BCL6,NCOR2
BCL6,BCOR
BCL6,NCOR1
HDAC3,Nrip1
Nrip1,HDAC3
Nrip1,HDAC1
Nrip1,HDAC3
PHB,E2F1
PHB,SMARCA4
PHB,SMARCA2
SMARCA4,PHB
SMARCA2,PHB
E2F1,PHB
CTBP1,HDAC1
Smarca4,RB1
RB1,Smarca4
RB1,SMARCA4
MBD2,HDAC1
MBD2,HDAC2
MBD2,RBBP4
HDAC1,MBD2
HDAC1,MBD2
HDAC1,RBBP4
HDAC1,RBBP7
MTA1,HDAC1
HDAC1,MTA1
SMARCB1,SS18
ESR1,MTA1
HDAC2,MTA1
MTA1,HDAC2
SS18,SMARCB1
HDAC2,MTA1
SMARCB1,SS18
SMARCB1,ARID1A
SMARCB1,ARID1B
AHR,SMARCA4
SMARCA4,STAT2
STAT2,SMARCA4
STAT2,SMARCA4
HDAC1,MIER1
MIER1,HDAC1
MIER1,HDAC1
STAT2,SMARCC2
STAT2,SMARCC1
STAT2,SMARCE1
SMARCA4,ARID1A
SMARCA4,SMARCC2
SMARCA4,SMARCC1
SMARCA4,SMARCE1
SMARCA4,SMARCB1
SMARCA4,POLR2A
SMARCA4,ACTL6A
SMARCB1,ARID1A
SMARCB1,SMARCA4
SMARCB1,SMARCA2
SMARCB1,SMARCC2
SMARCB1,SMARCC1
SMARCB1,POLR2A
SMARCB1,SMARCE1
SMARCB1,ACTL6A
SMARCA2,ARID1A
SMARCA2,SMARCC2
SMARCA2,SMARCC1
SMARCA2,POLR2A
SMARCA2,SMARCE1
SMARCA2,ACTL6A
SMARCA2,SMARCB1
TGIF1,SMAD3
HDAC1,TGIF1
HDAC1,TGIF2
TGIF2,SMAD3
CCNE1,SF3B1
CCNE1,RBL2
CCNE1,RBL1
CCNE1,CDC25A
CCNE1,E2F4
CCNE1,CDK2
CCNE1,CDKN1B
CDK2,RBL2
CDK2,RBL1
CCNE1,SMARCC1
CCNE1,CDK1
CCNB1,CDK2
CCNB1,CDK1
CCNE1,SMARCA4
CCNE1,SMARCB1
CCNE1,SMARCA2
STK11,SMARCA4
STK11,SMARCA4
CBX5,SMARCA4
CBX5,TRIM28
CBX5,SMARCA4
CBX5,SMARCA4
PML,DAXX
PML,DAXX
HDAC1,DAXX
HDAC2,DAXX
HDAC3,DAXX
PML,PML
HDAC1,DAXX
DAXX,HDAC1
DAXX,PML
MED17,BRCA1
MED17,BARD1
MED17,SMARCA4
SMARCA4,SMARCC2
SMARCA4,SMARCC1
SMARCA4,SMARCB1
SMARCA4,HSP90B1
HSP90B1,SMARCA4
HSP90B1,SMARCC2
HSP90B1,SMARCC1
RUNX1T1,CBFA2T3
RUNX1T1,CBFA2T2
CBFA2T3,CBFA2T2
ARID1B,SMARCA4
CBFA2T3,HDAC1
CBFA2T3,HDAC3
ARID1B,SMARCA2
SIN3A,SAP30
SAP30,SIN3A
